postime,time_est,icao,call,sqk,lat,long,alt,vsi,cmsgs,tsecs
1515371485058,1515371493083,A0547F,N120JE,1014,40.12838699,-74.39282199,3500,128,1213,1051
1515371489816,1515371493837,A0547F,N120JE,1014,40.13193900,-74.39766600,3500,-64,3074,2018
1515371491785,1515371494052,A0547F,N120JE,1014,40.13347600,-74.39978899,3500,64,217,205
1515371544605,1515371550850,A0547F,N120JE,1014,40.17434699,-74.45599400,3525,64,1188,902
1515371551152,1515371550851,A0547F,N120JE,1014,40.17942800,-74.46295200,3525,-64,4614,633
1515371548214,1515371552083,A0547F,N120JE,1014,40.17727699,-74.46002199,3525,128,1216,1110
1515371548128,1515371552837,A0547F,N120JE,1014,40.17727699,-74.46002199,3525,-64,3257,2077
1515371545675,1515371553052,A0547F,N120JE,1014,40.17541899,-74.45746699,3525,64,458,264
1515371610480,1515371611850,A0547F,N120JE,1014,40.22804300,-74.52264400,3500,64,1351,963
1515371609418,1515371612851,A0547F,N120JE,1014,40.22717300,-74.52172899,3500,-128,5099,695
1515371548214,1515371613083,A0547F,N120JE,1014,40.17727699,-74.46002199,3500,64,1234,1171
1515371612033,1515371613837,A0547F,N120JE,1014,40.22941600,-74.52416999,3500,64,3401,2138
1515371614611,1515371615052,A0547F,N120JE,1014,40.23147600,-74.52648899,3500,128,971,326
1515371668293,1515371670850,A0547F,N120JE,1014,40.27830500,-74.57769799,3525,64,1518,1022
1515371641168,1515371671851,A0547F,N120JE,1014,40.25459300,-74.55175800,3525,-64,5325,754
1515371641090,1515371672083,A0547F,N120JE,1014,40.25459300,-74.55175800,3525,0,1433,1230
1515371668252,1515371672837,A0547F,N120JE,1014,40.27830500,-74.57769799,3525,64,3528,2197
1515371673938,1515371673052,A0547F,N120JE,1014,40.28315700,-74.58300800,3525,-64,1435,384
1515371730012,1515371730850,A0547F,N120JE,1014,40.33497599,-74.63006599,3525,64,1760,1082
1515371731231,1515371730851,A0547F,N120JE,1014,40.33602900,-74.63073699,3500,-64,5393,813
1515371693387,1515371732083,A0547F,N120JE,1014,40.29986600,-74.60131800,3525,64,1478,1290
1515371726891,1515371732837,A0547F,N120JE,1014,40.33186299,-74.62811299,3525,64,3612,2257
1515371734063,1515371734052,A0547F,N120JE,1014,40.33909599,-74.63268999,3500,64,2257,445
1515371775809,1515371790850,A0547F,N120JE,1014,40.38253000,-74.65996599,3500,64,1818,1142
1515371763981,1515371791851,A0547F,N120JE,1014,40.37026999,-74.65222199,3525,0,5559,874
1515371693387,1515371793083,A0547F,N120JE,1014,40.29986600,-74.60131800,3525,64,1483,1351
1515371779922,1515371793837,A0547F,N120JE,1014,40.38688700,-74.66265900,3525,-64,3877,2318
1515371794250,1515371794052,A0547F,N120JE,1014,40.40162699,-74.67193600,3500,64,3040,505
1515371842466,1515371852850,A0547F,N120JE,1014,40.45147699,-74.70336899,3500,-64,1890,1204
1515371763981,1515371853851,A0547F,N120JE,1014,40.37026999,-74.65222199,3500,0,5562,936
1515371847109,1515371855837,A0547F,N120JE,1014,40.45655800,-74.70629900,3525,-64,3977,2380
1515371858031,1515371858052,A0547F,N120JE,1014,40.46882600,-74.71044899,3525,256,4040,569
1515371913232,1515371915850,A0547F,N120JE,1014,40.53598000,-74.70458999,3500,-128,1971,1267
1515371763981,1515371916851,A0547F,N120JE,1014,40.37026999,-74.65222199,3525,192,5584,999
1515371918077,1515371918837,A0547F,N120JE,1014,40.54184000,-74.70397900,3525,64,4066,2443
1515371913186,1515371919052,A0547F,N120JE,1014,40.53598000,-74.70458999,3525,0,4534,630
1515371959107,1515371970850,A0547F,N120JE,1014,40.59205599,-74.69818100,3500,0,2022,1322
1515371966873,1515371974837,A0547F,N120JE,1014,40.60153199,-74.69702100,3500,128,4111,2499
1515371956670,1515371975052,A0547F,N120JE,1014,40.58912900,-74.69854200,3525,128,4622,686
1515371959107,1515372030850,A0547F,N120JE,1014,40.59205599,-74.69818100,3525,192,2030,1382
,1515372031888,A0547F,,,,,,,1,42
1515372029247,1515372032837,A0547F,N120JE,1014,40.67262300,-74.66082799,3525,192,4417,2557
1515372033794,1515372033052,A0547F,N120JE,1014,40.67710900,-74.65698199,3525,-64,4685,744
,1515372090186,A0547F,,,,,3525,64,5,8
,1515372091170,A0547F,,,,,3525,,5,43
1515372090513,1515372092837,A0547F,N120JE,1014,40.74046299,-74.60259999,3525,-64,4529,2617
1515372033794,1515372094052,A0547F,N120JE,1014,40.67710900,-74.65698199,3525,-64,4686,805
1515372151186,1515372151186,A0547F,,,40.80281099,-74.53820799,3500,64,27,69
1515372141139,1515372151874,A0547F,N120JE,,40.79305999,-74.54980500,3500,-128,32,22
